,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,lz1_center,0.9246683807676834,lz2_center,1.3135042524693084,lz1_height,0.1047480889758042,lz2_height,0.11725365223400432,lz1_fwhm,0.3601290638123225,lz2_fwhm,0.36012905844037324,lz1_amplitude,0.05018851519815093,lz2_amplitude,0.05618037213798299
1,,lz1_center,0.9237908952848422,lz2_center,1.3130247808039075,lz1_height,0.1047285565771469,lz2_height,0.11695719207040066,lz1_fwhm,0.3601290638126988,lz2_fwhm,0.3601290584465221,lz1_amplitude,0.05017915653499094,lz2_amplitude,0.05603832758853122
